nombre,tipo_unidad,domicilio,asentamiento,ciudad,cp,estado,municipio,no_tel,responsable_puesto,pagina_web,correo_electronico,mineral,realiza,longitud_x,latitud_y,fecha_actualizacion
Mulatos,Mina,Domicilio conocido,Mulatos,Sahuaripa,85619,Sonora,Sahuaripa,662 217 3707,"Martínez Marcelo, Gerente de mina",www.alamosgold.com,marcelo.martinez@minasdeoro.com,Oro,"Exploración, explotación",-110.905271,29.021476,jan-25
Nash,Mina,Bacoachi s/n,Bacoachi,Hermosillo,83356,Sonora,Hermosillo,662 210 4064,"Galaz Escoboza Martín, Gerente general",s/i,martin.galaz@gazpai.com,Fierro,Explotación,-111.44861,29.62347,jan-25
Noche Buena,Mina,Ing. José Arturo Arredondo Morales,Heroica Caborca Centro,Caborca,83600,Sonora,Caborca,637 372 1935,"Gerardo Rochin Martín Alfredo, Gerente",www.fresnilloplc.com,martin-gerardo_rochin@fresnilloplc.com,"Oro, plata","Exploración, explotación",-112.864,31.144,jan-25
Palos Pintos,Mina,San Javier s/n,San Javier,San Javier,85620,Sonora,San Javier,662 114 0795,"Flores Leyva Jesús Francisco, Director general",www.antracitadesonora.com/index.html,info@antracitadesonora.com,Carbón antracítico,Extracción,-109.759746,28.572917,jan-25
Peña Colorada,Mina,Domicilio conocido,Benito Juárez de Peña Colorada (El Poblado),Minatitlán,28765,Colima,Minatitlán,813 067 0222; 314 331 0600,"Tronco Arturo, Director general",mx.ternium.com/es ; s/i,atronco@pcolorada.com,Hierro,"Exploración, explotación, fabricación",-104.09316,19.372966,jan-25
Piedras Verdes,Mina,Piedras Verdes,Nuevo Piedras Verdes,Álamos,85773,Sonora,Alamos,614 410 8344,"González Vargas Miguel Ángel, Gerente",www.cobredelmayo.com,miguel.gonzv@cobredelmayo.com,Cobre,Explotación,-108.997861,27.168833,jan-25
Pilares,Mina,Ctra. Nacozari-Villa Hidalgo km 19,Nacozari de García Centro,Nacozari de García,84340,Sonora,Nacozari de García,662 109 2100,"Martínez Martínez José Antonio, Director de operación",www.gmexico.com,josemartinez@gmexico.com.mx,"Cobre, molibdeno",Explotación,-109.630667,30.327028,jan-25
Pilares Wollastonita,Mina,Ctra. Mina Pilares,Mina de Pilares,Hermosillo,83357,Sonora,Hermosillo,662 289 1000,"Montijo Véjar Gerardo, Gerente de operaciones",www.imerys.com,gerardo.montijo@imerys.com,Wollastonita,Extracción,-111.446056,29.359204,jan-25
Pinos Altos,Mina,Domicilio conocido,Pinos Altos [Compañía Minera],Ocampo,33324,Chihuahua,Ocampo,614 180 3100,"Perea Marco, Gerente general",www.agnicoeagle.com,marco.perea@agnicoeagle.com,Oro y plata (barra doree),"Desarrollo minero, exploración, explotación",-108.30067,28.27251,jan-25
Puerto El Mármol,Mina,Domicilio conocido,La Lagunita,Cadereyta de Montes,76529,Querétaro,Cadereyta de Montes,552 625 0130,"Molinar José Carlos, Encargado de cantera",www.omya.com,carlos.molinar@omya.com,Mármol,"Comercialización, extracción",-99.599122,20.808915,jan-25
Reina del Cobre,Mina,Domicilio conocido,Velardeña Centro,Cuencamé,35810,Durango,Cuencamé,871 729 3300,"González José Luis, Gerente de unidad Velardeña",www.penoles.com.mx,josel_gonzalez@penoles.com.mx,"Cobre, oro, plata","Desarrollo minero, exploración",-103.641747,25.082126,jan-25
"Salina de Lobos, S.A. de C.V.",Mina,Bahía de Lobos,Bahía de Lobos,San Ignacio Río Muerto,85519,Sonora,San Ignacio Río Muerto,644 411 0017,"Fernández Ortega Francisco José, Presidente del consejo de administración",www.salesdelvalle.com.mx,fiscalista@salesdelvalle.com.mx,Sal,Extracción,-110.421111,27.281389,jan-25
San Agustín,Mina,Ctra. San Juan-Coneto de Comonfort km 12,San Juan del Río del Centauro del Norte Centro,San Juan del Río,34480,Durango,San Juan del Río,618 837 1230,"Zavala Peña Nahum, Gerente general",www.argonautgold.com,nahum.zavala@argonautgold.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-104.599485,24.79224,jan-25
San Dimas Bloque Arana HW-Santa Rita,Mina,Unidad San Dimas Tayoltita,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,618 827 9070,"Lamadrid Miguel, Gerente",www.firstmajestic.com,mlamadrid@firstmajestic.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-105.910309,24.113772,jan-25
San Dimas Bloque Central,Mina,Unidad San Dimas Tayoltita,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,618 827 9070,"Lamadrid Miguel, Gerente",www.firstmajestic.com,mlamadrid@firstmajestic.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-105.929812,24.110096,jan-25
San Dimas Bloque San Antonio West,Mina,Unidad San Dimas Tayoltita,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,618 827 9070,"Lamadrid Miguel, Gerente",www.firstmajestic.com,mlamadrid@firstmajestic.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-106.005002,24.075615,jan-25
San Dimas Bloque Sinaloa Graben,Mina,Unidad San Dimas Tayoltita,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,618 827 9070,"Lamadrid Ibarra Miguel A., Gerente",www.firstmajestic.com,mlamadrid@firstmajestic.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-105.948573,24.091726,jan-25
San Dimas Bloque Tayoltita,Mina,Unidad San Dimas Tayoltita,Tayoltita Centro,San Dimas,34690,Durango,San Dimas,618 827 9070,"Lamadrid Miguel, Gerente",www.firstmajestic.com,mlamadrid@firstmajestic.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-105.926217,24.112737,jan-25
San Francisco,Mina,Cuauhtémoc Final s/n,Estación Llano,Santa Ana,84617,Sonora,Santa Ana,662 218 1067,"Noriega Grecia, Recursos humanos / Soto José Luis, Superintendente de mina",www.magnagoldcorp.com,grecia.noriega@minasf.com / luis.soto@minasf.com,Oro,"Comercialización, explotación, extracción",-111.1176,30.3394,jan-25
San Gonzalo,Mina,"Con respecto al poblado de San José de Avino, 1.85 km al noreste 16°",San José de Avino,Pánuco de Coronado,34790,Durango,Pánuco de Coronado,618 145 2667,"Rodríguez Moreno José Carlos, Director de operaciones",www.avino.com,crodriguez@avino.com,"Oro, plata",Exploración,-104.292281,24.538499,jan-25
San José (Oficina 1),Mina,San José de los Manzanos,Topia,Topia,34540,Durango,Topia,618 130 1021,"Raya Raya Jesús, Director general",s/i,rig0572@hotmail.com,"Oro, plata, plomo, zinc","Desarrollo minero, exploración, explotación, extracción",-106.439207,25.192831,jan-25
San José (Oficina 2),Mina,Entrada a San José del Progreso s/n,San José del Progreso,San José del Progreso,71550,Oaxaca,Ocotlán de Morelos,951 502 0010,"González Pineda Patricia, Director de operaciones",s/i,pgpineda@mincuzcatlan.com,"Oro, plata",Explotación,-96.7,16.694444,jan-25
San Julián,Mina,Bajío de San Julián s/n,Bajío de San Julián (Piedra Larga),Guadalupe y Calvo,33493,Chihuahua,Guadalupe y Calvo,614 419 9943,"Licerio Valenzuela Jesús Tomás, Gerente general",www.fresnilloplc.com,tomas_licerio@fresnilloplc.com,"Oro, plata","Desarrollo minero, exploración, explotación",-106.501721,26.032638,jan-25
San Miguel del Cantil,Mina,A 85.50 km al oeste de Santiago Papasquiaro,San Miguel del Cantil,Santiago Papasquiaro,34620,Durango,Santiago Papasquiaro,618 130 2471,"Sánchez Jesús Antonio, Gerente",www.sorpresamining.com,contact@imls.mx,"Oro, plata, plomo, zinc","Exploración, explotación, extracción",-106.2607,24.933786,jan-25
"San Rafael y Fanny, S.A. de C.V.",Mina,Domicilio conocido,Guanaceví,Guanaceví,35400,Durango,Guanaceví,618 818 1601,"Alanís Mariscal Rodolfo Evaristo, Director general",www.dmv-mining.com,almar@dmv-mining.com,"Oro, plata en concentrados, plomo en concentrados, zinc en concentrados","Desarrollo minero, exploración, explotación, extracción",-105.98194,25.965883,jan-25
San Ramón,Mina,A 9.66 km al oeste de la mina La Ciénega Nivel 2430 (en línea recta),La Ciénega,Durango,34198,Durango,Santiago Papasquiaro,618 818 3344,"Toledo Castillo Héctor Iván, Gerente",s/i,hector_ivan@fresnillo.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-106.438841,25.060702,jan-25
Santa Cruz Sur,Mina,Domicilio conocido,Colonia Metalúrgica (La Planta),Guanaceví,35436,Durango,Guanaceví,618 130 2512,"Barua Víctor, Gerente general",s/i,vbarua@edrsilver.com,"Oro, plata","Desarrollo minero, exploración, explotación, extracción",-105.985404,25.913647,jan-25
Santa Elena,Mina,Ctra. Banámichi-Mazocahui km 52,Banámichi Centro,Banámichi,84880,Sonora,Banámichi,662 267 0180,"López Pineda Óscar Alfredo, Gerente general",www.firstmajestic.com,olopez@firstmajestic.com,"Oro, plata",Explotación,-110.164,30.021,jan-25
Santa Gertrudis,Mina,Cucurpe,Cucurpe,Cucurpe,84660,Sonora,Cucurpe,662 236 2220,"Galindo Marco Antonio, Gerente general",www.agnicoeagle.com,marco.galindo@agnicoeagle.com,"Oro, plata","Comercialización, explotación",-110.547,30.634,jan-25
Tajo Naopa,Mina,Domicilio conocido,Naopa,Molango de Escamilla,43109,Hidalgo,Molango de Escamilla,555 262 9000,"Lugo Campus Ronaldo, Gerente de unidad",www.mineraautlan.com,ronaldo.lugo@autlan.com,Bióxido de manganeso,Extracción,-98.755044,20.861723,jan-25
"Tiembla la Tierra, La Palmita, Los Nogales",Mina,Domicilio conocido parque Los Mármoles,sin dato,sin dato,42331,Hidalgo,Zimapán,772 137 8103,"Zúñiga Martínez Manuel, Representante legal",s/i,manuel.martinez55@hotmail.com,Mármol,Extracción,-99.222888,20.872778,jan-25
Tiro General,Mina,Domicilio conocido,IMMSA [Mina Tiro General],Charcas,78573,San Luis Potosí,Charcas,551 103 5000,"Larrea Mota Velasco Germán, Director general",www.gmexico.com,marlene.finny@gmexico.com,"Cobre, oro, plata, plomo, zinc","Comercialización, extracción",-101.148324,23.136224,jan-25
Topiyeca y San Juan,Mina,Agua Blanca,Agua Blanca,Álamos,85770,Sonora,Alamos,662 214 4449,"Aguirre Calles Jesús Adolfo, Director general",s/i,grafitosmexicanos@prodigy.net.mx,Grafito,"Comercialización, extracción",-108.936,27.46,jan-25
Tricesa La Peregrina,Mina,"Ctra. 57, tramo SLP-Matehuala km 174",sin dato,sin dato,78700,San Luis Potosí,Matehuala,488 882 6300,"Segovia Jr. Juan, Director",www.trecesa.com.mx,tricesa@hotmail.com,Arena y grava,Extracción,-100.618673,23.50026,jan-25
Triturador La Condesa,Mina,Domicilio conocido,sin dato,sin dato,42839,Hidalgo,Tula de Allende,555 424 9000,"Chávez Jacobo Juan Carlos, Jefe de geología",cooperativacruzazul.com.mx,juan.chavez@cooperativacruzazul.com,Caliza arcillosa,Extracción,-99.285326,19.981304,jan-25
Unidad Molango,Mina,Ctra. México-Tampico,Xochicoatlán Centro,Xochicoatlán,43250,Hidalgo,Molango de Escamilla,555 262 9000,"Martínez León, Gerente de operaciones mineras",www.mineraautlan.com,leon.martinez@autlan.com,Carbonatos de manganeso,Extracción,-98.744064,20.971859,jan-25
Unidad San Felipe,Mina,Ctra. Mexicali-San Felipe,San Felipe Marina Resort,San Felipe,21850,Baja California,Mexicali,552 122 2600,"Kuri Kaufman Gerardo, Director general",www.minerafrisco.com.mx,dirgral@minerafrisco.com.mx,"Oro, plata","Exploración, explotación, extracción",-115.121,31.586,jan-25
Unidad de Producción (Santa María Ajoloapan),Mina,Domicilio conocido,Hueypoxtla,Hueypoxtla,55670,Estado de México,Hueypoxtla,599 912 4913,"Olivares Santillán Olga Lidia, Secretaria / Santillán Reyes Ángel, Presidente",s/i,comisaria.ejidal.21@gmail.com / comisaria.ejidal.21@gmail.com,"Bentonita, caliza, cuarzo, dolomita, riolita, tepetate",Extracción,-99.078879,20.005896,mar-25
Acapulco,Planta,Av. Lázaro Cárdenas s/n,La Sabana,Acapulco de Juárez,39799,Guerrero,Acapulco de Juárez,662 143 0357,"Lugo Castaños César Manuel, Gerente general",www.holcim.com.mx,cesar.lugo@holcimapasco.com.mx,"Agregados pétreos, carbonato de calcio, cemento, concreto","Beneficio (refinamiento), comercialización, fabricación",-99.830485,16.888335,feb-25
Aeropuerto Torreón,Planta,"Domicilio conocido, lote 10 mz. 10 s/n",Ejido Ignacio Allende,Torreón,27016,Coahuila de Zaragoza,Torreón,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-103.396167,25.560444,jan-25
Agregados Tamuín,Planta,Fracc. Las Palmas s/n,Las Palmas,Tamuín,79220,San Luis Potosí,Tamuín,818 888 8888,s/i,www.cemex.com,s/i,Agregados pétreos,"Comercialización, distribución de material de construcción, fabricación",-98.869972,22.044306,jan-25
Agregados Tijuana Alamar II,Planta,Corredor n.° 2000 km 24.5,Valle Bonito,Tijuana,22250,Baja California,Tijuana,818 888 8888,s/i,www.cemex.com,s/i,Agregados pétreos,"Comercialización, distribución de material de construcción, fabricación",-116.942861,32.389083,jan-25
"Agregados y Concretos de Meoqui, S.A. de C.V.",Planta,Ctra. Jiménez-Chihuahua km 148+500,Pedro Meoqui Centro,Meoqui,33130,Chihuahua,Meoqui,639 473 0566,s/i,agregadosyconcretosdemeoqui.com,acmplantameoqui@hotmail.com,Agregados pétreos,"Beneficio (refinamiento), comercialización, extracción, trituración de materiales",-105.493306,28.289222,jan-25
Aleazin,Planta,Av. Industrial n.° 1890,Ramos Arizpe Industrial Park,Ramos Arizpe,25905,Coahuila de Zaragoza,Ramos Arizpe,871 729 5500,"Rebollar Rafael , Director de metales y químicos",www.mmpenoles.com,relations@penoles.com.mx,Zinc,Beneficio (refinamiento),-100.962778,25.519167,jan-25
Antracita de Sonora,Planta,Ctra. A Suaqui Grande km 1,Tecoripa,La Colorada,85553,Sonora,Tecoripa,662 114 0795,"Flores Leyva Jesús Francisco, Director general",www.antracitadesonora.com/index.html,info@antracitadesonora.com,Carbón antracítico,"Comercialización, cribado, secado",-109.95506,28.62016,jan-25
Arco Vial,Planta,Arco Vial n.° 1,Supermanzana 245,Benito Juárez,77516,Quintana Roo,Benito Juárez,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, fabricación",-86.867778,21.198528,jan-25
Avino,Planta,"Planta Unidad Avino, San José de Avino",San José de Avino,Pánuco de Coronado,34790,Durango,Pánuco de Coronado,618 145 2667,"Félix Cruz Fernando, Gerente de planta",www.avino.com,ffelix@avino.com,"Cobre, oro, plata","Comercialización, concentración, flotación, hidrometalurgia, molienda, procesamiento de minerales, secado, trituración de materiales",-104.307373,24.526954,jan-25
"Barimont Minería, S. de R.L. de C.V.",Planta,Ctra. Hermosillo-Sahuaripa km 99.5,Mazatán,Mazatán,85560,Sonora,Mazatán,662 311 5055,"Centeno Rafael, Gerente de producción",www.barimont.com,rafael.centeno@barimont.com,Barita,Concentración,-109.988779,28.92352,jan-25
Barradón,Planta,Unidad Minera Barradón,Guanaceví,Guanaceví,35400,Durango,Guanaceví,618 815 2961,"Loera Fragoso César Octavio, Director general",s/i,cloeraf@hotmail.com,"Oro, plata, plomo, zinc","Comercialización, flotación, molienda, secado",-105.962836,25.938804,jan-25
"Beneficiadora de Minerales San Rafael, S.A. de C.V",Planta,Domicilio conocido,Guanaceví,Guanaceví,35400,Durango,Guanaceví,618 818 1601,"Alanís Mariscal Rodolfo Evaristo, Director general",www.dmv-mining.com,rodolfoalanis@dmv-mining.com,"Plata en concentrados, plomo en concentrados, zinc en concentrados","Comercialización, concentración, flotación, molienda, secado, trituración de materiales",-105.982482,25.965658,jan-25
Bermejillo,Planta,Av. Ciudad Juárez n.° 42,Bermejillo,Mapimí,35230,Durango,Mapimí,555 279 3000,"Rafael Rebollar, Director de metales y químicos",www.penoles.com.mx,jose-rodolfo_cedillo@penoles.com.mx,"Cobre, zinc","Beneficio (refinamiento), explotación, extracción",-103.629472,25.90025,jan-25
Buenavista del cobre,Planta,Av. Juárez n.° 4,Heroica Ciudad de Cananea Centro,Cananea,84620,Sonora,Cananea,551 103 5000,"Paz Molina María Alba, Gerente",www.grupomexico.com,alba.paz@mm.gmexico.com,"Cobre, molibdeno","Flotación, molienda",-110.308171,30.970889,jan-25
Cabo San Lucas,Planta,Ctra. A Todos Santos km 7,Los Cangrejos,Los Cabos,23473,Baja California Sur,Los Cabos,818 888 8888,s/i,www.cemex.com,webmaster@cemex.com,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-109.956389,22.913806,jan-25
"Cal Química de Cosolapa, S. de R.L. de C.V.",Planta,Ctra. Acatlán-Tezonapa km 45.5,Cosolapa Centro,Cosolapa,68415,Oaxaca,Cosolapa,278 736 0018,"Sánchez Zybaja Armando, Encargado de la planta",s/i,trimasa@outlook.com,Caliza,"Beneficio (refinamiento), calcinación, comercialización",-96.668544,18.602289,jan-25
Cal de Apaxco,Planta,Ctra. Progreso-Ixmiquilpan km 7,Apaxco de Ocampo,Apaxco,55660,Hidalgo,Progreso de Obregón,800 999 9225,"Del Ángel Arévalo Juan Carlos, Gerente de planta",www.calidra.com,ajuarez@calidra.com.mx,Caliza,"Calcinación, extracción",-99.18149,19.975085,jan-25
Cal del Valle,Planta,Ctra. Progreso-Ixmiquilpan km 7,sin dato,sin dato,42731,Hidalgo,Progreso de Obregón,738 725 1442,"Del Ángel Arévalo Juan Carlos, Gerente de planta",s/i,ajuarez@calidra.com.mx,Caliza,"Calcinación, extracción",-99.198083,20.334685,jan-25
"Calhidra de Sonora, S.A. de C.V.",Planta,Ctra. A Sahuaripa km 5.5,Parque Industrial Hermosillo,Hermosillo,83299,Sonora,Hermosillo,662 208 4850,"García Cortinas Catarino, Gerente general",www.calidra.com/es,cgarcia@calidra.com.mx,Cal,Calcinación,-110.874029,29.021923,jan-25
Calinter 2,Planta,Av. López Portillo n.° 295,Nuevo Milenio,Benito Juárez,77536,Quintana Roo,Benito Juárez,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-86.916833,21.114056,jan-25
Campeche II,Planta,Ctra. Campeche-China km 47,Aviación,Campeche,24070,Campeche,Campeche,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-90.509083,19.822083,jan-25
Capela,Planta,Domicilio conocido s/n,sin dato,Teloloapan,40428,Guerrero,Teloloapan,555 279 3000,"Berumen Muro Francisco Javier, Director",www.penoles.com.mx,javier_berumen@penoles.com.mx,"Cobre, oro, plata, plomo, zinc",Beneficio (refinamiento),-99.927398,18.299164,jan-25
Carbonatos Industriales (Carinsa),Planta,El Rosario s/n,El Calvario,Zimapán,42337,Hidalgo,Zimapán,759 728 7274,"Ocampo Rodríguez Sergio, Jefe de producción",s/i,carinsazimapan@prodigy.net.mx,Carbonato de calcio,Molienda,-99.391431,20.734654,jan-25
Carbonatos Industriales (Rossini),Planta,Jesús García Corona n.° 6,Centro,Zimapán,42330,Hidalgo,Zimapán,759 728 2652,"Rosas Zenil Alfonso, Gerente general",s/i,dessirs@hoymail.com,Mármol,Molienda,-99.390842,20.733312,jan-25
Castaños,Planta,Ctra. Monclova-Castaños km 49,California,Castaños,25870,Coahuila de Zaragoza,Castaños,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-101.418417,26.811472,jan-25
Cedis ABC Rancho Viejo,Planta,Av. Prolongación Tulum n.° 237,Supermanzana 237,Benito Juárez,77527,Quintana Roo,Benito Juárez,998 881 8600,s/i,www.grupoabc.mx,contacto@grupoabc.mx,Agregados pétreos,"Comercialización, fabricación",-86.833222,21.1965,jan-25
Cerro Colorado,Planta,Trincheras,Trincheras,Trincheras,83930,Sonora,Trincheras,662 267 8073,"Piggott Keith, Director general",goldgroupmining.com,granmin_@hotmail.com,Oro,Lixiviación,-111.830863,30.222298,jan-25
Cerro Prieto,Planta,Cucurpe,Cucurpe,Cucurpe,84660,Sonora,Cucurpe,662 267 8073,"Piggott Keith, Director general",goldgroupmining.com,granmin_@hotmail.com,Oro,Lixiviación,-110.657,30.419159,jan-25
Ciudad del Carmen,Planta,Av. Libertad s/n,Héroes de Nacozari,Carmen,24158,Campeche,Carmen,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-91.772944,18.646028,jan-25
"Cobre del Mayo, S.A. de C.V.",Planta,Piedras Verdes,Nuevo Piedras Verdes,Álamos,85773,Sonora,Alamos,614 410 8344,"González Vargas Miguel Ángel, Director de operaciones",www.cobredelmayo.com,miguel.gonzv@cobredelmayo.com,Cobre,Extracción,-108.997861,27.168833,jan-25
"Compañía Salinera de Yavaros, S.A.",Planta,Sonora n.° 151,Yavaros (Isla las Viejas),Huatabampo,85252,Sonora,Huatabampo,642 422 0076,"Mendoza José Alfredo, Jefe de planta",s/i,salinerayavaros@prodigy.net.mx,Sal,Extracción,-109.526,26.701,jan-25
Complejo El Castillo,Planta,Ctra. San Juan-Coneto de Comonfort km 12,San Juan del Río del Centauro del Norte Centro,San Juan del Río,34480,Durango,San Juan del Río,618 837 1230,"Sánchez Guillermo, Superintendente de procesos",www.argonautgold.com,guillermo.sanchez@argonautgold.com,"Oro, plata","Distribución de material de construcción, estudio de suelos (taludes), homogenización, lixiviación, transformación (mecánica o química), trituración de materiales",-104.522753,24.879727,jan-25
Complejo Metalúrgico Met-Mex,Planta,Blvd. Laguna n.° 3200 pte.,Metalúrgica,Torreón,27370,Coahuila de Zaragoza,Torreón,555 279 3000,"Rebollar Rafael, Director de metales y químicos",www.penoles.com.mx,jose-rodolfo_cedillo@penoles.com.mx,"Oro, plata, plomo, zinc","Beneficio (refinamiento), explotación, extracción",-103.444389,25.52475,jan-25
Concreto Central,Planta,Av. San Antonio n.° 461,sin dato,sin dato,1880,Ciudad de México,Álvaro Obregón,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-99.198944,19.383944,jan-25
Coroneles,Planta,Domicilio conocido s/n,Topia,Topia,34540,Durango,Canelas,618 130 1021,"Ruíz Raya Jesús, Director general",s/i,rig0572@hotmail.com,"Oro, plata, plomo, zinc","Comercialización, concentración, cribado, flotación, molienda, secado, trituración de materiales",-106.437476,25.170511,jan-25
"Corporación Atsa, S.A. de C.V. (Oficina 1)",Planta,Norte 3 n.° 26,Nuevo Parque Industrial,San Juan del Río,76806,Querétaro,San Juan del Río,559 454 0100,"Cornejo Ricardo, Responsable",atsaminerales.com/,ricardo.cornejo@atsaminerales.com,"Caolín, carbonato de calcio","Extracción, transformación de minerales",-99.963618,20.368805,oct-25
"Corporación Atsa, S.A. de C.V. (Oficina 2)",Planta,Lote 14 manzana 44,Carbonero Jacales,Huayacocotla,92615,Veracruz de Ignacio de la Llave,Huayacocotla,559 454 0100,"Jardinez Sarym, Responsable",atsaminerales.com/,sarym.jardinez@atsaminerales.com,"Caolín, carbonato de calcio","Extracción, transformación de minerales",-98.460479,20.41684,oct-25
Cuzcatlán,Planta,Entrada a San José del Progreso s/n,San José del Progreso,San José del Progreso,71550,Oaxaca,Ocotlán de Morelos,951 502 0010,"González Pineda Patricia, Director de operaciones",s/i,pgpineda@mincuzcatlan.com,"Oro, plata","Beneficio (refinamiento), flotación, molienda, secado, trituración de materiales",-96.70037,16.694586,jan-25
Cycna de Oriente,Planta,"Ex hacienda La Noria s/n, ctra. Tecamachalco-Palmar de Bravo km 16",Palmar de Bravo,Palmar de Bravo,75500,Puebla,Palmar de Bravo,555 424 9000,"Cárdenas Oviedo José Antonio, Gerente de planta",www.cruzazul.com.mx,info@cycna-ote.com.mx,Cemento,Fabricación,-97.659567,18.870451,feb-25
Durango,Planta,"Blvd. Luis Donaldo Colosio, ctra. A Parral km 15",Las Águilas,Durango,34038,Durango,Durango,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-104.658583,24.045472,jan-25
El Boludo,Planta,Trincheras,Trincheras,Trincheras,83930,Sonora,Trincheras,662 211 1958,"Galaz Escoboza Martín, Gerente general / Piggott Keith, Director general",goldgroupmining.com,martin.galaz@gazpai.com / granmin_@hotmail.com,Oro,Gravimetría,-111.747,30.28,jan-25
El Herrero,Planta,Domicilio conocido s/n,San José de Bacis,Otáez,34665,Durango,Otáez,618 814 2524,"Gutiérrez Núñez José Jaime, Director-presidente y CEO",www.bacis.com.mx,gpobacis@bacis.com.mx,"Oro, plata","Beneficio (refinamiento), concentración, flotación, molienda, secado",-104.552563,23.968185,jan-25
El Realito,Planta,Domicilio conocido El Realito s/n,El Realito,Rodeo,35766,Durango,Rodeo,618 189 0934,"Mesta Ceniceros Guillermo, Director general",s/i,jcmestac@hotmail.com,"Fierro, oro, plata, plomo, zinc","Comercialización, concentración, cribado, flotación, molienda",-104.672169,25.18107,jan-25
El Sauzal,Planta,Autopista Tijuana-Ensenada km 100,El Sauzal,Ensenada,22760,Baja California,Ensenada,818 888 8888,s/i,www.cemex.com,s/i,"Arcilla, arena, caliza, grava, yeso","Comercialización, distribución de material de construcción, fabricación",-116.713722,31.904333,jan-25
El Taymuco,Planta,Taymuco,Taymuco,Álamos,85774,Sonora,Alamos,642 425 5950,"Schwarzbeck Noriega Humberto, Presidente del consejo",yesoindustrialdenavojoa.miadn.mx,hsn@yinsa.com,Yeso,"Calcinación, molienda",-108.743117,27.240802,jan-25
El Tovar,Planta,Domicilio conocido El Tovar s/n,Mina Prodigio (La Haciendita),Tepehuanes,35616,Durango,Tepehuanes,618 130 0297,"Ysita del Hoyo Bernardo, Director general",www.mineradeatocha.com.mx,administracion@mineraatocha.com.mx,"Oro, plata, plomo, zinc","Comercialización, flotación, molienda, secado",-105.785639,25.272462,jan-25
El Volcán,Planta,Ctra. Internacional 15 km 203,El Henequén,Cajeme,85205,Sonora,Cajeme,644 410 6061,"Beltrán Luna César, Subdirector de operaciones",www.mexico.arcelormittal.com,cesar.beltran@arcelormittal.com,Fierro,Concentración,-109.793,27.378,jan-25
El Xoconoxtle,Planta,Ctra. Federal 70 km 30.5,Xoconoxtle,Zaragoza,79547,San Luis Potosí,Zaragoza,444 547 3242,"Aguilar Rodríguez Víctor Hugo, Gerente",www.mineralessanluis.com,ventasmineral@hotmail.com,"Caliza, fosforita",Molienda,-100.703436,22.099053,jan-25
El Águila,Planta,Domicilio conocido,San José de Gracia,San Pedro Totolápam,70484,Oaxaca,San Pedro Totolapa,s/i,"León Gálvez Óscar, Gerente general",www.goldresourcecorp.com,s/i,"Cobre, oro, plata, zinc","Flotación, lixiviación, molienda",-96.121439,16.687356,feb-25
Estación Torres,Planta,Estación Torres,Estación Torres (Estación Serdán),La Colorada,85556,Sonora,La Colorada,619 639 1313,"Aguirre Calles Carlos Alberto, Director general",www.mineralesindustriales.com.mx,aguirremc@prodigy.net.mx,Grafito,"Cribado, secado",-110.762855,28.764782,jan-25
Fosforita de México,Planta,Ctra. México-Laredo km 104,Xindhó San Pedro,Zimapán,42344,Hidalgo,Zimapán,442 365 1180,"Canales Roberto, Encargado de planta",s/i,robertocanales@geosa.com,Fosforita,"Clasificación, comercialización",-99.390473,20.733235,jan-25
Guanaceví,Planta,Domicilio conocido,Colonia Metalúrgica (La Planta),Guanaceví,35436,Durango,Guanaceví,618 130 2512,"López Eduardo, Gerente",s/i,elopez@edrsilver.com,"Oro, plata","Clasificación, comercialización, concentración, hidrometalurgia, lixiviación, molienda",-105.953728,25.920917,jan-25
